tid,ra,dec,primary_transit,secondary_transit,period,phase_difference
TIC 0441794509,263.598849,74.472259,1958.8933807232247,1961.537733937318,14.93984866719461,0.17699999999999994
TIC 0442918617,80.462456,-13.755682,1438.701393765564,1439.4736061036144,1.6642507285567734,0.46399999999999997
TIC 0443055162,95.05968,-10.725009,1471.8237297892183,1467.0048815055318,8.167539463875459,-0.5900000000000001
TIC 0443174527,95.881276,-7.86204,1469.3038082158575,1471.6601309003927,9.425290738140882,0.25
TIC 0443969553,130.918288,9.687427,1493.1917207764473,1490.7866650023873,2.4541385449592577,-0.98
TIC 0444062991,234.551026,49.197034,1738.7914127611868,1739.3725070818898,1.317674196605267,0.44099999999999995
TIC 0444801274,25.479149,64.342539,1792.0324156160427,1794.923174915317,4.933036346884446,0.5860000000000001
TIC 0446872386,232.222702,-66.492236,1637.0647196744442,1641.4861947385975,13.081287172051152,0.33799999999999997
TIC 0448727889,213.005347,-70.175217,1599.4677992783738,1603.1566162164909,4.391448735853639,0.84
TIC 0449351034,191.309004,-44.485483,1570.9363188442585,1569.9896797820247,2.1862334000778167,-0.433
TIC 0453012065,9.256529,55.217227,1764.6385775579777,1756.2439198888583,13.388608722678288,-0.627
TIC 0453426326,146.344259,48.07932,1877.059327695347,1871.7629205440173,14.392410737308904,-0.36800000000000005
TIC 0453828066,53.364875,0.11968,1413.7341778115592,1418.8038361344113,9.13451950063435,0.5549999999999999
TIC 0453831755,56.806366,5.439933,1453.2682888224829,1469.4546662060866,20.207712089393016,0.8009999999999999
TIC 0455178154,124.697905,0.283504,1496.3447609707323,1500.920552177928,8.289476824629594,0.552
TIC 0455509774,229.237071,-60.95725,1626.6357789723263,1628.4391613823077,3.9034251298300138,0.46199999999999997
TIC 0455824124,322.467262,64.921273,1746.8597854986856,1752.1678214620256,12.914929351192184,0.41100000000000003
TIC 0456033358,340.471184,63.756439,1962.5060459053611,1967.135952487855,12.057048391911554,0.384
TIC 0456260074,101.492328,66.890733,1858.9718748099967,1855.6079105152992,16.653288587611495,-0.202
TIC 0458199516,159.512452,-56.817203,1572.7371286277844,1573.5759119683892,3.0172062611678743,0.27799999999999997
TIC 0458479571,233.197331,65.407385,1856.557639064911,1877.0549030192444,36.602257061309814,0.56
TIC 0458808688,160.980811,-56.025643,1571.4099341550072,1570.8168612317936,1.3509633786187016,-0.439
TIC 0458847254,35.442441,63.576306,1792.1281788318313,1790.882486804767,2.606050265824808,-0.47799999999999987
TIC 0459278502,235.991361,22.339768,1969.955148134676,1977.0728206252484,15.852277261854024,0.44899999999999995
TIC 0459758530,134.090595,56.024546,1842.8431222325703,1846.7388528291099,9.837703526615208,0.396
TIC 0461579405,0.93351,86.111699,1790.3065468938992,1785.5326008233808,13.918210118129467,-0.34299999999999997
TIC 0462267926,150.681153,-56.724526,1550.61487571311,1558.0103087227506,10.93998965923156,0.6759999999999999
TIC 0468792279,332.313332,44.846477,1739.0281879936554,1740.4046816786242,3.781576057606486,0.364
TIC 0468887783,56.676119,9.907835,1439.9408466167324,1441.9202090591614,4.52943350670267,0.43700000000000006
TIC 0470124714,330.562911,81.542033,1795.9650531075974,1798.9179290472598,5.519394279742611,0.5349999999999999
TIC 0470152814,332.26508,80.712964,1795.900902243829,1791.1392040574456,24.54483601228578,-0.194
TIC 0470208013,339.920208,78.083945,1959.5642052558007,1962.673842950197,5.543026193219868,0.5609999999999999
TIC 0470358759,65.047967,50.920936,1819.720139097737,1818.7789296291205,19.2083565023773,-0.049
TIC 0470975994,110.972084,49.917535,1844.960438099588,1848.1716893508617,3.959619298734637,0.8109999999999999
TIC 0471013547,55.809792,10.493986,1441.161885103682,1439.7067676308702,3.5404318073278684,-0.41100000000000003
TIC 0722865779,84.300862,32.251814,1815.773961455648,1811.526807351458,11.863558950251294,-0.358
TIC 1400770435,264.961577,56.078916,1686.337100335528,1686.3783300278606,13.743230777494164,0.0030000000000000027
TIC 1883519478,294.671597,54.973789,1716.7902121200398,1718.7997283342843,7.640746061766441,0.263
TIC 0461579405,0.93351,86.111699,1790.3065468938992,1785.5326008233808,13.918210118129467,-0.34299999999999997
TIC 0462267926,150.681153,-56.724526,1550.61487571311,1558.0103087227506,10.93998965923156,0.6759999999999999
TIC 0468792279,332.313332,44.846477,1739.0281879936554,1740.4046816786242,3.781576057606486,0.364
TIC 0468887783,56.676119,9.907835,1439.9408466167324,1441.9202090591614,4.52943350670267,0.43700000000000006
TIC 0470124714,330.562911,81.542033,1795.9650531075974,1798.9179290472598,5.519394279742611,0.5349999999999999
TIC 0470152814,332.26508,80.712964,1795.900902243829,1791.1392040574456,24.54483601228578,-0.194
TIC 0470208013,339.920208,78.083945,1959.5642052558007,1962.673842950197,5.543026193219868,0.5609999999999999
TIC 0470358759,65.047967,50.920936,1819.720139097737,1818.7789296291205,19.2083565023773,-0.049
TIC 0470975994,110.972084,49.917535,1844.960438099588,1848.1716893508617,3.959619298734637,0.8109999999999999
TIC 0471013547,55.809792,10.493986,1441.161885103682,1439.7067676308702,3.5404318073278684,-0.41100000000000003
TIC 0722865779,84.300862,32.251814,1815.773961455648,1811.526807351458,11.863558950251294,-0.358
TIC 1400770435,264.961577,56.078916,1686.337100335528,1686.3783300278606,13.743230777494164,0.0030000000000000027
TIC 1883519478,294.671597,54.973789,1716.7902121200398,1718.7997283342843,7.640746061766441,0.263
